town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month
"員山鄉","宜蘭縣員山鄉尚深路９３號",111.14,"","特定農業區","甲種建築用地",1080127,"土地1建物1車位0","二層","見其他登記事項","0701123",153.2,"3","2","2","有","無",5800000,37859,"","RPRNMLOJLHOFFBG18CA",148.55,0,4.65,"","",2019,1
"羅東鎮","宜蘭縣羅東鎮純精路二段２２５巷１０號",94,"住","","",1080124,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0610211",92.58,"4","2","2","有","無",6200000,66969,"","RPVNMLPKLHOFFAG68CA",92.58,0,0,"","",2019,1
"壯圍鄉","宜蘭縣壯圍鄉壯濱路四段３１１號",130.02,"","一般農業區","甲種建築用地",1070918,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0740216",61.92,"1","2","1","有","無",4000000,64599,"","RPROMLTLLHOFFBG56EA",61.92,0,0,"","",2018,9
"頭城鎮","宜蘭縣頭城鎮濱海路六段９５巷２５號",91,"住","","",1080131,"土地1建物1車位0","三層","鋼筋混凝土造","0831028",182.62,"4","2","3","有","無",5200000,28474,"","RPSQMLTKLHOFFBG56CA",154.51,10.2,17.91,"","",2019,1
"宜蘭市","宜蘭縣宜蘭市中興路３１９巷２８號",126.05,"住","","",1080104,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0740729",112.2,"4","1","2","有","無",7500000,66845,"親友、員工或其他特殊關係間之交易。；","RPTNMLSKLHOFFBG88CA",112.2,0,0,"","",2019,1
"宜蘭市","宜蘭縣宜蘭市縣政八街５１巷５１弄３８號",152.37,"住","","",1080202,"土地3建物1車位0","二層","鋼筋混凝土造","0950421",164.98,"4","2","4","有","無",10500000,63644,"增建三樓採光罩。","RPRNMLNKLHOFFBG18CA",134.36,15.74,14.88,"","",2019,2
"三星鄉","宜蘭縣三星鄉三星路二段９９巷５３弄１７號",112.22,"","鄉村區","乙種建築用地",1080220,"土地1建物1車位0","三層","鋼筋混凝土造","1020809",178.07,"5","1","4","有","無",7380000,41444,"","RPPNMLRKLHOFFAG28CA",162.84,0,15.23,"","",2019,2
"冬山鄉","宜蘭縣冬山鄉富英路６１巷３號",131.84,"","特定農業區","甲種建築用地",1080123,"土地5建物1車位0","三層","鋼筋混凝土造","1070207",177.58,"3","2","3","有","無",8500000,47866,"","RPQNMLTKLHOFFAG58CA",157.08,0,20.5,"","",2019,1
"冬山鄉","宜蘭縣冬山鄉義成路二段３５巷９號",74.19,"","鄉村區","乙種建築用地",1080211,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700728",104,"4","3","2","有","無",3500000,33654,"含增建或未登記建物。；","RPPOMLPJLHOFFAG08CA",104,0,0,"","",2019,2
"冬山鄉","宜蘭縣冬山鄉丸山一路２７７巷１９號",109.29,"","特定農業區","甲種建築用地",1080118,"土地4建物1車位0","三層","見其他登記事項","1060523",198.5,"4","2","5","有","無",8030000,40453,"","RPVNMLQJLHOFFAG68CA",178.26,6.4,13.84,"","",2019,1
"冬山鄉","宜蘭縣冬山鄉廣興路１５８巷４弄３５號",159.02,"","特定農業區","甲種建築用地",1080127,"土地2建物1車位0","三層","鋼筋混凝土造","1000909",238.94,"4","2","4","有","無",11500000,48129,"","RPRNMLSJLHOFFAG48CA",222.94,1.66,14.34,"","",2019,1
"蘇澳鎮","宜蘭縣蘇澳鎮福德西巷６６巷２６號",117.52,"","特定農業區","甲種建築用地",1080124,"土地2建物1車位0","三層","見其他登記事項","1070327",189.15,"3","2","4","有","無",6800000,35950,"含增建或未登記建物。；","RPQNMLKLLHOFFAG77CA",179.94,0,9.21,"","",2019,1
"礁溪鄉","宜蘭縣礁溪鄉玉龍路一段５５號",502.22,"","特定農業區","農牧用地",1080122,"土地3建物1車位0","三層","鋼筋混凝土造","1050527",294.97,"3","4","5","有","無",14500000,49158,"","RPSOMLRJLHOFFBG68CA",272.56,0,22.41,"","",2019,1
"宜蘭市","宜蘭縣宜蘭市和睦路和睦一巷２６號",91.25,"住","","",1080128,"土地1建物1車位0","一層","鋼筋混凝土加強磚造","0600120",61.12,"0","0","2","無","無",4900000,80170,"增建: 一樓空地 頂樓","RPUPMLPKLHOFFBG88CA",61.12,0,0,"","",2019,1
"宜蘭市","宜蘭縣宜蘭市凱旋路６０巷６６弄２０號",100.5,"農","","",1080201,"土地2建物1車位0","三層","鋼筋混凝土造","0850723",202.46,"3","2","3","有","無",7500000,37044,"含地役權讓與。","RPQNMLOKLHOFFBG18CA",178.01,10.76,13.69,"","",2019,2
"礁溪鄉","宜蘭縣礁溪鄉德陽路２４７巷３號",185.53,"住","","",1080128,"土地1建物1車位0","五層","鋼筋混凝土造","0751201",498,"15","1","15","有","無",26000000,52209,"兄弟買賣","RPTNMLQJLHOFFBG78EA",498,0,0,"","",2019,1
"礁溪鄉","宜蘭縣礁溪鄉德陽路231巷21號",84.94,"住","","",1071229,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0681205",96.58,"4","2","3","有","無",12300000,127356,"","RPSNMLSJLHOFFBG78DA",96.58,0,0,"","",2018,12
"礁溪鄉","宜蘭縣礁溪鄉礁溪路一段３０２巷８８號",49.96,"住","","",1080119,"土地1建物1車位0","三層","鋼筋混凝土造","0850802",82.66,"4","2","3","有","無",2500000,30244,"二等親屬間買賣","RPWNMLRJLHOFFBG56EA",67.44,10.12,5.1,"","",2019,1
"五結鄉","宜蘭縣五結鄉傳藝路一段５６巷９之３號",119,"","特定農業區","甲種建築用地",1080126,"土地2建物1車位0","四層","見其他登記事項","1050923",214.15,"4","3","5","有","無",9320000,43521,"","RPXNMLNKLHOFFAG68CA",195.1,12.5,6.55,"","",2019,1
"羅東鎮","宜蘭縣羅東鎮北投街３６巷３７號",90.71,"","特定農業區","甲種建築用地",1080129,"土地2建物1車位0","四層","鋼筋混凝土造","0871113",223.57,"5","2","3","有","有",9700000,43387,"含增建或未登記建物。；","RPXNMLMKLHOFFAG58CA",189.62,33.95,0,"","",2019,1
"五結鄉","宜蘭縣五結鄉中正路三段４７巷１５弄１７號",149.64,"住","","",1080219,"土地1建物1車位0","二層","加強磚造","0780825",170.63,"4","1","3","有","無",6000000,35164,"1.辦自用住宅優惠稅率  2.親屬間交易姑侄","RPPOMLPKLHOFFAG38EA",155.67,14.96,0,"","",2019,2
"員山鄉","宜蘭縣員山鄉大湖十二路５１巷８弄１１號",82.86,"","特定農業區","甲種建築用地",1080201,"土地2建物1車位0","三層","鋼筋混凝土造","1071213",146.39,"4","2","4","有","無",7400000,50550,"","RPXNMLLKLHOFFBG58CA",139.74,0,6.65,"","",2019,2
"蘇澳鎮","宜蘭縣蘇澳鎮中山路一段８３號",35.18,"商","","",1080217,"土地1建物1車位0","三層","鋼筋混凝土加強磚造","0650529",88.72,"0","0","4","有","無",6500000,73264,"","RPOOMLMLLHOFFAG87CA",88.72,0,0,"","",2019,2
"蘇澳鎮","宜蘭縣蘇澳鎮福德西巷６６巷２８號",118.95,"","特定農業區","甲種建築用地",1080131,"土地2建物1車位0","三層","見其他登記事項","1070327",189.15,"3","2","4","有","無",6800000,35950,"含增建或未登記建物。；","RPRNMLKLLHOFFAG87CA",179.94,0,9.21,"","",2019,1
"冬山鄉","宜蘭縣冬山鄉丸山一路２７７巷２３號",107.01,"","特定農業區","甲種建築用地",1080208,"土地4建物1車位0","三層","見其他登記事項","1060523",200.5,"4","2","5","有","無",7890000,39352,"","RPRNMLNKLHOFFAG08CA",176.69,9.97,13.84,"","",2019,2
"羅東鎮","宜蘭縣羅東鎮北成路二段１巷６號",125.54,"","鄉村區","乙種建築用地",1080127,"土地1建物1車位0","四層","見其他登記事項","1051111",242.79,"4","3","5","有","無",18000000,74138,"","RPOOMLNKLHOFFAG87CA",232.1,0,10.69,"","",2019,1
"壯圍鄉","宜蘭縣壯圍鄉古結路１１８之９號",99.95,"農","","",1080113,"土地1建物1車位0","三層","鋼筋混凝土造","0880114",192.48,"4","2","3","有","無",6900000,35848,"含增建或未登記建物。；","RPPNMLRKLHOFFBG38CA",146.05,22.9,23.53,"","",2019,1
"蘇澳鎮","宜蘭縣蘇澳鎮聖賢路３９巷９號",81.5,"住","","",1080121,"土地1建物1車位0","一層","鋼筋混凝土造","0720711",44,"1","1","1","有","無",800000,18182,"1.親屬間交易伯母.侄子  2.所有費用:稅金.整修費.前欠稅金由買方支付","RPWNMLPKLHOFFAG98EA",44,0,0,"","",2019,1
"壯圍鄉","宜蘭縣壯圍鄉壯五路１２巷５之１０號",123.84,"農","","",1080223,"土地1建物1車位0","三層","鋼筋混凝土造","1040112",200.43,"4","3","4","有","無",9600000,47897,"","RPXOMLLLLHOFFBG78CA",196.6,0,3.83,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市大坡路一段１１６巷２７弄６號",142.84,"住","","",1080217,"土地2建物1車位0","四層","鋼筋混凝土造","1040330",282.22,"4","3","4","有","無",11900000,42166,"含增建或未登記建物。；","RPOOMLPLLHOFFBG28CA",254.93,5.18,22.11,"","",2019,2
"員山鄉","宜蘭縣員山鄉冷水路９０號",170.27,"","一般農業區","農牧用地",1080214,"土地2建物1車位0","一層","見其他登記事項","0610715",64.35,"3","1","1","有","無",1100000,17094,"","RPPOMLKLLHOFFBG87CA",64.35,0,0,"","",2019,2
"冬山鄉","宜蘭縣冬山鄉富農路一段３４６巷５２號",159,"","特定農業區","甲種建築用地",1080131,"土地2建物1車位0","三層","見其他登記事項","1010304",182.61,"4","2","4","有","無",8500000,46547,"另有增建，約5坪。","RPRNMLTKLHOFFAG68CA",176.61,0,6,"","",2019,1
"五結鄉","宜蘭縣五結鄉五結路一段４６９巷１３號",100.25,"","特定農業區","甲種建築用地",1080226,"土地7建物1車位0","三層","見其他登記事項","1031017",197.77,"4","3","5","有","無",9700000,49047,"","RPTOMLQLLHOFFAG78CA",183.98,0,13.79,"","",2019,2
"蘇澳鎮","宜蘭縣蘇澳鎮岳明新村２５４號",31.47,"住","","",1080225,"土地1建物1車位0","一層","鋼筋混凝土加強磚造","0450515",15.73,"1","1","1","有","無",480000,30515,"","RPTNMLPKLHOFFAG48CA",13.63,2.1,0,"","",2019,2
"蘇澳鎮","宜蘭縣蘇澳鎮龍祥二路６巷２號",98,"","工業區","丁種建築用地",1080129,"土地1建物1車位0","三層","鋼筋混凝土造","1080104",173.17,"4","2","3","有","無",7100000,41000,"","RPOOMLOKLHOFFAG97CA",162.2,0,10.97,"","",2019,1
"冬山鄉","宜蘭縣冬山鄉八仙路１６８巷１８號",166.09,"","特定農業區","甲種建築用地",1080106,"土地4建物1車位0","三層","鋼筋混凝土造","1011030",197.73,"3","2","4","有","無",9500000,48045,"","RPTNMLKLLHOFFAG08CA",186.47,0,11.26,"","",2019,1
"冬山鄉","宜蘭縣冬山鄉富農路一段５５３號",211,"","特定農業區","甲種建築用地",1080224,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0700731",104.38,"3","2","2","有","無",4000000,38322,"另有增建，約9坪。","RPVNMLKLLHOFFAG28CA",104.38,0,0,"","",2019,2
"礁溪鄉","宜蘭縣礁溪鄉淇武蘭路１５８之７號",128.8,"","特定農業區","甲種建築用地",1080304,"土地4建物1車位0","三層","鋼筋混凝土造","1040925",217.96,"4","2","4","有","無",10000000,45880,"","RPUNMLPKLHOFFBG68CA",214.54,0,3.42,"","",2019,3
"頭城鎮","宜蘭縣頭城鎮開蘭路301號",102.98,"住","","",1080303,"土地1建物1車位0","三層","鋼筋混凝土造","0760109",196.68,"4","2","3","有","無",9950000,50590,"","RPRNMLLLLHOFFBG08CA",196.68,0,0,"","",2019,3
"壯圍鄉","宜蘭縣壯圍鄉壯五路１３０巷２號",106.16,"住","","",1070111,"土地2建物1車位0","三層","鋼筋混凝土造","1071130",174.82,"3","2","2","有","無",10800000,61778,"","RPPPMLSLLHOFFBG78CA",159.83,0,14.99,"","",2018,1
"宜蘭市","宜蘭縣宜蘭市津梅路７５巷２９號",147.08,"住","","",1080215,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0781117",162.71,"5","2","4","有","無",12000000,73751,"含增建或未登記建物。；","RPRNMLRKNHOFFBG78CA",154.12,8.59,0,"","",2019,2
"壯圍鄉","宜蘭縣壯圍鄉壯濱路六段276巷3號",76.78,"","鄉村區","乙種建築用地",1080214,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0721019",118.9,"4","2","2","有","無",3110000,26156,"含增建或未登記建物。；","RPSNMLPKLHOFFBG58DA",118.9,0,0,"","",2019,2
"五結鄉","宜蘭縣五結鄉三吉中路１１５巷２號",112.35,"","鄉村區","乙種建築用地",1080109,"土地2建物1車位0","三層","見其他登記事項","1060905",204.79,"4","2","5","有","無",11000000,53714,"","RPQNMLMJMHOFFAG08EA",191.35,0,13.44,"","",2019,1
"三星鄉","宜蘭縣三星鄉大隱七路３６７巷３５號",117,"","特定農業區","甲種建築用地",1080226,"土地1建物1車位0","二層","見其他登記事項","0701204",97.96,"4","2","2","有","無",4400000,44916,"","RPUNMLSKLHOFFAG88CA",84.54,6.71,6.71,"","",2019,2
"羅東鎮","宜蘭縣羅東鎮愛國路４１號",97,"住","","",1080225,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0600228",79.88,"2","1","2","有","無",7500000,93891,"","RPPNMLTKLHOFFAG48CA",79.88,0,0,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市中山路五段６１１號",76.11,"農","","",1080120,"土地1建物1車位0","三層","鋼筋混凝土加強磚造","0700813",155.22,"3","2","3","有","無",7500000,48319,"一樓空地增建","RPPOMLPLLHOFFBG38CA",155.22,0,0,"","",2019,1
"宜蘭市","宜蘭縣宜蘭市女中路二段２３１巷２６號",112.52,"住","","",1080115,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0641108",130.8,"3","2","3","有","無",12000000,91743,"親友、員工或其他特殊關係間之交易。；","RPPNMLMJMHOFFBG87CA",130.8,0,0,"","",2019,1
"宜蘭市","宜蘭縣宜蘭市民權路三段６０巷２８號",106,"","鄉村區","乙種建築用地",1071211,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0690721",103.68,"5","2","3","有","無",4800000,46296,"含增建或未登記建物。；","RPRPMLKLLHOFFBG18CA",103.68,0,0,"","",2018,12
"五結鄉","宜蘭縣五結鄉學進一路５０巷８號",101.48,"住","","",1080214,"土地2建物1車位0","三層","鋼筋混凝土造","1050607",210.02,"4","3","5","有","無",8600000,40948,"","RPPNMLMLLHOFFAG87CA",190.72,4.63,14.67,"","",2019,2
"冬山鄉","宜蘭縣冬山鄉大安路１９２之１號",142.02,"","一般農業區","甲種建築用地",1080216,"土地2建物1車位0","三層","鋼筋混凝土造","1041106",157.8,"4","2","4","有","無",5100000,32319,"","RPSNMLKLLHOFFAG97CA",144.42,0,13.38,"","",2019,2
"五結鄉","宜蘭縣五結鄉鎮安路２４２巷６９弄１２號",179.44,"農","","",1080222,"土地1建物1車位0","四層","見其他登記事項","1061124",282.78,"4","3","5","有","無",14800000,52338,"","RPQNMLKKMHOFFAG77CA",253.24,0,29.54,"","",2019,2
"羅東鎮","宜蘭縣羅東鎮北成路一段８３號",82,"住","","",1080215,"土地1建物1車位0","四層","鋼筋混凝土造","0820520",205.96,"2","1","3","有","無",9800000,47582,"另有增建，約11坪。","RPWNMLQLLHOFFAG98CA",184.9,5.4,15.66,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市延平一路２０６巷４７弄４２號",116.69,"農","","",1080219,"土地4建物1車位0","三層","鋼筋混凝土造","1051025",191.81,"4","2","5","有","無",10500000,54742,"","RPVNMLTLLHOFFBG66CA",176.77,6.41,8.63,"","",2019,2
"冬山鄉","宜蘭縣冬山鄉富英路６１巷２號",123.56,"","特定農業區","甲種建築用地",1080123,"土地4建物1車位0","三層","鋼筋混凝土造","1070207",170.19,"3","2","3","有","無",8450000,49650,"","RPQOMLQLLHOFFAG48CA",157.08,0,13.11,"","",2019,1
"礁溪鄉","宜蘭縣礁溪鄉礁溪路三段３７６巷７弄７號",103,"農","","",1080221,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0780126",118.56,"3","2","2","有","無",5000000,42173,"親友、員工或其他特殊關係間之交易。；二等親買賣","RPUOMLMJMHOFFBG48CA",112,6.56,0,"","",2019,2
"礁溪鄉","宜蘭縣礁溪鄉礁溪路三段３７６巷７弄９號",105,"農","","",1080221,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0780126",118.56,"3","2","2","有","無",5000000,42173,"親友、員工或其他特殊關係間之交易。；二等親買賣","RPWOMLMJMHOFFBG68CA",112,6.56,0,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市中山路五段６２號",52,"住","","",1080226,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0670624",84.42,"3","2","2","有","無",3200000,37906,"","RPPNMLQLLHOFFBG38CA",84.42,0,0,"","",2019,2
"頭城鎮","宜蘭縣頭城鎮文雅路１３２號",107.38,"住","","",1080313,"土地1建物1車位0","四層","鋼筋混凝土造","0890921",234.69,"6","2","7","有","無",14500000,61784,"含增建或未登記建物。；","RPPPMLMLLHOFFBG18CA",195.21,0,39.48,"","",2019,3
"壯圍鄉","宜蘭縣壯圍鄉大福路一段２３６巷２弄１１號",83.17,"","鄉村區","乙種建築用地",1070926,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0710811",94.44,"4","2","2","有","無",2500000,26472,"","RPTOMLMLLHOFFBG68EA",94.44,0,0,"","",2018,9
"五結鄉","宜蘭縣五結鄉溪濱路二段１１９號",355,"","特定農業區","農牧用地",1070924,"土地2建物1車位0","四層","鋼筋混凝土造","1070314",288.27,"4","2","5","有","無",18000000,62441,"","RPUNMLSKMHOFFAG56EA",271.99,0,16.28,"","",2018,9
"冬山鄉","宜蘭縣冬山鄉富英路６１巷１號",117.34,"","特定農業區","甲種建築用地",1080223,"土地4建物1車位0","三層","鋼筋混凝土造","1070207",172.29,"3","2","3","有","無",8700000,50496,"","RPTNMLSLLHOFFAG88CA",157.29,0,15,"","",2019,2
"五結鄉","宜蘭縣五結鄉鎮安路６３巷３６弄１５號",103,"住","","",1080303,"土地2建物1車位0","三層","見其他登記事項","1041222",195.08,"4","3","4","有","無",10800000,55362,"","RPVNMLQLLHOFFAG88CA",178.07,0,17.01,"","",2019,3
"五結鄉","宜蘭縣五結鄉五結中路一段３２７號",97,"住","","",1080213,"土地1建物1車位0","三層","鋼筋混凝土造","1041104",213.86,"4","2","4","有","無",15000000,70139,"","RPVNMLMJMHOFFAG38CA",189.53,10.1,14.23,"","",2019,2
"羅東鎮","宜蘭縣羅東鎮興東南路１３９巷３１號",134,"住","","",1080130,"土地5建物1車位0","三層","鋼筋混凝土造","0670412",164.13,"4","2","4","有","無",11000000,67020,"一樓/法定空地有增建。","RPWNMLQKMHOFFAG98CA",164.13,0,0,"","",2019,1
"蘇澳鎮","宜蘭縣蘇澳鎮福德西巷６６巷２號",123.78,"","特定農業區","甲種建築用地",1080308,"土地2建物1車位0","三層","見其他登記事項","1070327",186.92,"3","2","4","有","無",6800000,36379,"含增建或未登記建物。；","RPPNMLRLLHOFFAG38CA",178.55,0,8.37,"","",2019,3
"五結鄉","宜蘭縣五結鄉溪濱路一段２０１號",112,"","特定農業區","甲種建築用地",1080119,"土地1建物1車位0","三層","鋼筋混凝土造","0860225",167.28,"5","1","5","有","無",6460000,38618,"","RPRNMLSLLHOFFAG68CA",154.55,2.2,10.53,"","",2019,1
"宜蘭市","宜蘭縣宜蘭市女中路三段５９巷１７號",113,"住","","",1080304,"土地4建物1車位0","二層","鋼筋混凝土加強磚造","0700902",113.14,"4","2","3","有","無",9100000,80431,"增建: 三樓頂樓 廚房與空地","RPQNMLRLLHOFFBG58CA",113.14,0,0,"","",2019,3
"三星鄉","宜蘭縣三星鄉大埔中路２４５巷１２號",141.01,"","鄉村區","乙種建築用地",1080226,"土地1建物1車位0","二層","見其他登記事項","0690207",121.5,"4","2","2","有","無",2600000,21399,"含未保存登記之建物","RPQNMLLJMHOFFAG97EA",121.5,0,0,"","",2019,2
"員山鄉","宜蘭縣員山鄉惠民路２６７巷３６號",110.02,"","鄉村區","乙種建築用地",1080313,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0700525",97.62,"3","2","2","有","無",3500000,35853,"一樓增建、三樓增建鐵皮。","RPPOMLSLLHOFFBG68CA",97.62,0,0,"","",2019,3
"礁溪鄉","宜蘭縣礁溪鄉礁溪路六段４８號",193.02,"住","","",1080114,"土地2建物1車位0","二層","鋼筋混凝土造","0690428",200.82,"8","3","6","有","無",31000000,154367,"","RPROMLSLLHOFFBG88CA",200.82,0,0,"","",2019,1
"蘇澳鎮","宜蘭縣蘇澳鎮馬賽路３９７巷７７號",85.95,"住","","",1080219,"土地2建物1車位0","三層","見其他登記事項","1071106",179.83,"4","2","5","有","無",7600000,42262,"","RPVNMLRLLHOFFAG98CA",165.51,0,14.32,"","",2019,2
"蘇澳鎮","宜蘭縣蘇澳鎮馬賽路３９７巷７９號",85.77,"住","","",1080219,"土地2建物1車位0","三層","見其他登記事項","1071106",179.83,"4","2","5","有","無",7600000,42262,"","RPWNMLRLLHOFFAG09CA",165.51,0,14.32,"","",2019,2
"五結鄉","宜蘭縣五結鄉中正路三段４７巷３２弄２１１號",98.6,"商","","",1080227,"土地1建物1車位0","三層","鋼筋混凝土造","1030925",222.34,"4","1","5","有","無",10650000,47900,"1樓騎樓外推","RPXNMLSLLHOFFAG66CA",210.22,0,12.12,"","",2019,2
"羅東鎮","宜蘭縣羅東鎮新群南路５６１號",84.18,"","鄉村區","乙種建築用地",1080228,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0690709",108.12,"3","2","2","有","無",6500000,60118,"1-2F後方，3F增建。","RPPOMLQKMHOFFAG38CA",108.12,0,0,"","",2019,2
"五結鄉","宜蘭縣五結鄉大吉三路３０２巷３弄５號",120.28,"","一般農業區","甲種建築用地",1080219,"土地7建物1車位0","三層","見其他登記事項","1061201",181.09,"4","2","3","有","無",8250000,45557,"","RPQOMLQKMHOFFAG48CA",169.83,0,11.26,"","",2019,2
"羅東鎮","宜蘭縣羅東鎮復興路二段２１３巷１２號",67.16,"","鄉村區","乙種建築用地",1080302,"土地0建物1車位0","二層","鋼筋混凝土加強磚造","0680522",97,"3","2","2","有","無",3860000,39794,"","RPQNMLTLLHOFFAG68CA",97,0,0,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉大安路１９２號",114.85,"","一般農業區","甲種建築用地",1080118,"土地2建物1車位0","三層","鋼筋混凝土造","1041106",157.59,"4","2","4","有","無",5550000,35218,"","RPTOMLLJMHOFFAG18CA",143.37,0,14.22,"","",2019,1
"蘇澳鎮","宜蘭縣蘇澳鎮福德路４１４巷１０號",74.88,"","鄉村區","乙種建築用地",1080305,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0680418",102,"3","2","2","有","無",2300000,22549,"","RPPOMLTJMHOFFAG58CA",102,0,0,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市陽明三路１６０巷７３號",90.25,"住","","",1080219,"土地2建物1車位0","四層","鋼筋混凝土造","0950726",264.16,"5","2","3","有","有",11180000,42323,"含增建或未登記建物。；","RPVNMLLJMHOFFBG38CA",209.61,3.95,27.28,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市延平路５６巷５１弄３０號",103.13,"住","","",1080306,"土地2建物1車位0","三層","鋼筋混凝土造","0940107",200.26,"4","2","3","有","無",9650000,48187,"","RPXNMLLJMHOFFBG58CA",169.95,18.73,11.58,"","",2019,3
"員山鄉","宜蘭縣員山鄉永同路三段２２４巷１弄８號",197.7,"住","","",1080311,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0730512",123.3,"7","2","3","有","無",3500000,28386,"親友、員工或其他特殊關係間之交易。；含增建或未登記建物。；","RPUNMLSKMHOFFBG09CA",123.3,0,0,"","",2019,3
"頭城鎮","宜蘭縣頭城鎮青雲路二段６４３號",121.85,"","鄉村區","乙種建築用地",1080304,"土地1建物1車位0","二層","鋼筋混凝土造","0820114",121.24,"3","2","2","有","無",5750000,47427,"買受人共2人，頂樓有增建。","RPWOMLQKMHOFFBG56CA",117.68,3.56,0,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市慶和街慶和巷７之１號",67.19,"住","","",1080318,"土地1建物1車位0","三層","鋼筋混凝土加強磚造","0670420",127.05,"2","2","2","有","無",4200000,33058,"","RPWNMLTJMHOFFBG66CA",127.05,0,0,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉義成路三段４５３號",93.31,"商","","",1080220,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0581024",118.4,"4","2","2","有","無",8800000,74324,"另有增建，約34坪。","RPPNMLMJMHOFFAG77CA",118.4,0,0,"","",2019,2
"三星鄉","宜蘭縣三星鄉集慶一路６２號",81.41,"住","","",1080315,"土地1建物1車位0","二層","見其他登記事項","0691111",112.56,"1","2","2","有","無",3800000,33760,"","RPRNMLNJMHOFFAG08CA",112.56,0,0,"","",2019,3
"冬山鄉","宜蘭縣冬山鄉義成路三段３２３巷２號",70.9,"住","","",1080307,"土地2建物1車位0","二層","見其他登記事項","0600101",103.96,"5","2","3","有","無",5300000,50981,"建物含未保存面積","RPUNMLPKMHOFFAG68CA",103.96,0,0,"","",2019,3
"蘇澳鎮","宜蘭縣蘇澳鎮城東路２３１之１０號",84.29,"住","","",1080228,"土地1建物1車位0","三層","鋼筋混凝土造","1070806",166.78,"4","1","1","有","無",6880000,41252,"","RPUNMLTJMHOFFAG98CA",152.16,0,14.62,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市女中路二段２５２巷２弄１７號",101.17,"住","","",1080226,"土地2建物1車位0","二層","鋼筋混凝土加強磚造","0680820",119.18,"4","2","2","有","無",5200000,43631,"陽台外推","RPOPMLMJMHOFFBG97CA",119.18,0,0,"","",2019,2
"員山鄉","宜蘭縣員山鄉員山路一段３９７巷７弄４號",97.46,"住","","",1080313,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0691111",105.94,"6","2","2","有","無",4400000,41533,"","RPRPMLMJMHOFFBG28CA",105.94,0,0,"","",2019,3
"壯圍鄉","宜蘭縣壯圍鄉壯濱路六段２２５號",63.12,"","鄉村區","乙種建築用地",1080309,"土地1建物1車位0","三層","鋼筋混凝土造","0820929",216.07,"5","2","3","有","無",4000000,18513,"","RPUPMLMJMHOFFBG58CA",146.69,36.86,7.19,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市東港路一段１８６巷２２弄３５號",93,"農","","",1080213,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0680322",93.48,"3","2","2","有","無",3600000,38511,"","RPVPMLMJMHOFFBG68CA",93.48,0,0,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市大福路一段５５號",106,"","鄉村區","乙種建築用地",1080227,"土地1建物1車位0","二層","鋼筋混凝土加強磚造","0691022",125.58,"6","2","3","有","無",3300000,26278,"親友、員工或其他特殊關係間之交易。；","RPXNMLNJMHOFFBG78CA",125.58,0,0,"","",2019,2
"宜蘭市","宜蘭縣宜蘭市中山路五段１５１巷４２號",97.76,"住","","",1080301,"土地2建物1車位0","三層","鋼筋混凝土造","1071127",193.05,"5","3","3","有","無",12000000,62160,"","RPOOMLNJMHOFFBG97CA",183,0,10.05,"","",2019,3
"宜蘭市","宜蘭縣宜蘭市中山路五段１５１巷４８號",105.09,"住","","",1080315,"土地2建物1車位0","三層","鋼筋混凝土造","1071127",197.12,"5","3","3","有","無",12800000,64935,"","RPPOMLNJMHOFFBG08CA",184.83,0,12.29,"","",2019,3
