town,address,land_area,urb_zoning,nurb_zoning,nurb_land,date,object_num,story,material,completion_date,building_area,n_bed,n_hall,n_bath,d_comp,d_manager,price,unitprice,note,serialnumber,main_area,aux_area,balcony_area,d_elevator,trans_num,year,month,place_id,dist_to四城,dist_to宜蘭,dist_to縣政中心,dist_to羅東,dur_to四城,dur_to宜蘭,dur_to縣政中心,dur_to羅東
員山鄉,宜蘭縣員山鄉金泰路３４８巷１弄６號,98.05,都市：其他:住宅區,,,1111006,土地1建物1車位0,四層,鋼筋混凝土造,801003.0,192.83,4,2,3,有,無,8000000.0,41487.0,,RPUNMLLKJIHGFBG67DA,177.75,3.38,11.7,無,,2022,10,ChIJyboOZIPkZzQRx4Fbariw75s,6787,4080,6396,11785,1041,829,658,1369
員山鄉,宜蘭縣員山鄉深蓁路１０８巷１０號,136.39,,特定農業區,甲種建築用地,1111023,土地2建物1車位0,四層,鋼筋混凝土造,1110110.0,264.9,4,3,3,有,有,16100000.0,60778.0,,RPUNMLKKJIHGFBG57DA,236.14,0.0,28.28,有,,2022,10,ChIJ2zSDQonjZzQRnuYQZlbRZYY,9668,6596,6286,8677,1292,908,675,1139
蘇澳鎮,宜蘭縣蘇澳鎮聖賢路２４２號,81.7,都市：其他:住宅區,,,1111012,土地1建物1車位0,三層,鋼筋混凝土造,830914.0,172.93,2,2,3,有,無,4600000.0,26600.0,,RPTOMLNJJIHGFAG67DA,156.38,6.73,9.82,無,118.0,2022,10,ChIJg5n5FRboZzQRUNGPEep94rY,25390,23121,18955,12733,1607,1588,1431,1315
蘇澳鎮,宜蘭縣蘇澳鎮福安街１７之１號,121.5,都市：其他:住宅區,,,1111010,土地2建物1車位0,二層,鋼筋混凝土加強磚造,790725.0,127.96,4,2,2,有,無,5100000.0,39856.0,其他增建：一樓及二樓後方頂樓加蓋；其他增建；,RPOQMLTJJIHGFAG97DA,119.0,8.96,0.0,無,,2022,10,ChIJb7yRLxboZzQR6ObcJzQWiSA,25286,23016,18850,12628,1579,1560,1402,1287
冬山鄉,宜蘭縣冬山鄉水源路２０巷１１號,97.85,,特定農業區,甲種建築用地,1111017,土地3建物1車位0,三層,鋼筋混凝土造,1020930.0,182.04,4,3,4,有,無,10500000.0,57680.0,天井、1樓後方空地其他增建；,RPUOMLOKJIHGFAG97DA,174.89,0.0,7.15,無,119.0,2022,10,ChIJHTOYk5HmZzQR_8cWnMvj6ds,15994,12263,8853,2760,1586,1369,893,705
宜蘭市,宜蘭縣宜蘭市水源路１巷３號,98.0,,特定農業區,甲種建築用地,1111016,土地1建物1車位0,三層,鋼筋混凝土造,830414.0,188.16,5,2,3,有,無,6200000.0,32951.0,其他增建:一樓空地其他增建；,RPQNMLPKJIHGFBG67DA,164.81,11.99,11.36,無,,2022,10,ChIJZ_4VKLXkZzQR4-zu4gC0MDQ,3261,4264,10078,14850,448,595,1039,1730
宜蘭市,宜蘭縣宜蘭市進士路二段１５１巷８１弄６號,211.61,都市：其他:農業區,,,1111016,土地4建物1車位0,三層,鋼筋混凝土造,1080909.0,269.8,4,2,4,有,無,18800000.0,69681.0,,RPWOMLOKJIHGFBG28DA,243.27,0.0,26.53,無,,2022,10,ChIJk-bZMo3kZzQRobWKB3iczao,6868,3030,4704,10093,991,482,468,1179
蘇澳鎮,宜蘭縣蘇澳鎮龍祥二路６巷９號,64.9,,工業區,丁種建築用地,1111024,土地1建物1車位0,三層,鋼筋混凝土造,1090914.0,152.86,4,2,3,有,無,8088000.0,52911.0,,RPQOMLOKJIHGFAG57DA,138.03,0.0,14.83,無,124.0,2022,10,EkhOby4gOSwgTGFuZSA2LCBMb25neGlhbmcnZXIgUmQsIFN1J2FvIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNzAiMBIuChQKEgl9Uu5AjuhnNBFd5XSr1AjK1hAJKhQKEgk7vRsTjuhnNBGWcTlr9h0qbw,25013,22743,14994,9531,1611,1592,1389,1016
三星鄉,宜蘭縣三星鄉富貴二路３０１巷５３弄１９號,85.14,,特定農業區,甲種建築用地,1111029,土地3建物1車位0,三層,鋼筋混凝土造,1080416.0,119.0,3,1,3,有,無,7700000.0,64706.0,其他增建：遮雨棚等。其他增建；,RPRPMLTJJIHGFAG18DA,111.78,0.0,7.22,無,125.0,2022,10,ChIJ_9AqTA3hZzQR50L0oGMzBPM,19452,14369,12311,9996,1839,1522,1147,1193
羅東鎮,宜蘭縣羅東鎮羅莊北街６號,104.97,,鄉村區,乙種建築用地,1111004,土地1建物1車位0,四層,鋼筋混凝土造,821206.0,224.68,4,3,3,有,無,12000000.0,53409.0,,RPOOMLLKIIHGFAG96DA,189.55,35.13,0.0,無,,2022,10,ChIJvXd3ZnHmZzQRulIwu5xXIDU,16369,10779,7369,1393,1356,1363,887,349
蘇澳鎮,宜蘭縣蘇澳鎮隆恩路８４之２號,124.66,,特定農業區,甲種建築用地,1111022,土地2建物1車位0,二層,鋼筋混凝土加強磚造,821220.0,137.1,4,2,2,有,無,5500000.0,40117.0,其他增建：一樓空地其他增建；,RPTNMLQKJIHGFAG97DA,115.82,14.96,6.32,無,,2022,10,EjtOby4gODQsIExvbmdlbiBSZCwgU3UnYW8gVG93bnNoaXAsIFlpbGFuIENvdW50eSwgVGFpd2FuIDI3MCIwEi4KFAoSCeMZz3Sk6Gc0ERmaFwbrQs-jEFQqFAoSCb2sDw-Y6Gc0EaSx1_qwNPmQ,18973,16704,12538,6678,1509,1490,1195,761
壯圍鄉,宜蘭縣壯圍鄉縣民大道一段６３號,243.56,,特定農業區,農牧用地,1111022,土地3建物1車位0,三層,鋼筋混凝土造,1050607.0,182.57,3,2,4,有,無,14800000.0,81065.0,增建範圍：一樓空地。其他增建；,RPWOMLOJJIHGFBG18DA,177.58,0.0,4.99,無,126.0,2022,10,ChIJK-4PcELlZzQRX7Liu9Ff94Y,8629,5828,4421,10482,800,731,518,1067
壯圍鄉,宜蘭縣壯圍鄉古結路３０６號,108.0,,特定農業區,甲種建築用地,1111008,土地1建物1車位0,三層,鋼筋混凝土造,810914.0,164.01,4,2,3,有,無,6680000.0,40729.0,增建範圍：二樓前區增建當室內使用。其他增建；,RPVNMLNJJIHGFBG87DA,144.9,9.2,9.91,無,127.0,2022,10,ChIJB_YE5m7lZzQRDoE0VSFEE3A,8906,6106,4089,10151,844,776,504,1053
礁溪鄉,宜蘭縣礁溪鄉十六結路４８之２６號,75.0,,特定農業區,甲種建築用地,1111026,土地1建物1車位0,二層,鋼筋混凝土加強磚造,701231.0,121.9,4,1,1,有,無,5200000.0,42658.0,賣買雙方為母子關係親友、員工、共有人或其他特殊關係間之交易；,RPWNMLQKJIHGFBG38DA,121.9,0.0,0.0,無,,2022,10,Ej0yNjIsIFRhaXdhbiwgWWlsYW4gQ291bnR5LCBKaWFveGkgVG93bnNoaXAsIOWNgeWFree1kOi3rzQ46JmfIjASLgoUChIJ_8Ay3a77ZzQRo8wq5_rA32YQMCoUChIJsZhrQKr7ZzQRPOHypBAnb7k,4236,7872,12540,19851,517,934,1279,1706
蘇澳鎮,宜蘭縣蘇澳鎮福德路４６２巷３７號,81.35,,鄉村區,乙種建築用地,1111024,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690512.0,102.08,2,2,2,有,無,710330.0,6959.0,親友、員工、共有人或其他特殊關係間之交易；,RPUOMLRKJIHGFAG38EA,102.08,0.0,0.0,無,,2022,10,ChIJRacLXL7oZzQRPcJizyM_ETo,20927,18658,14492,7984,1642,1623,1328,960
宜蘭市,宜蘭縣宜蘭市延平路５６巷２之１號,83.34,都市：其他:住宅區,,,1111003,土地1建物1車位0,二層,鋼筋混凝土加強磚造,760126.0,112.46,1,3,2,有,無,3300000.0,29344.0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLSKJIHGFBG08DA,112.46,0.0,0.0,無,,2022,10,ChIJ7XJw0SflZzQRZY5YoHZ4TxI,4366,1572,4989,9761,508,380,547,1238
頭城鎮,宜蘭縣頭城鎮頭濱路一段４９１號,148.1,,鄉村區,乙種建築用地,1111012,土地2建物1車位0,二層,鋼筋混凝土加強磚造,680115.0,187.06,4,2,2,有,無,3890000.0,20795.0,增建範圍：防火巷、一樓空地、騎樓。陽台外推；其他增建；,RPSOMLRLIIHGFBG18DA,187.06,0.0,0.0,無,,2022,10,ChIJMYHFbaPwZzQR3IY1rK9SwDY,9468,11307,14076,20632,832,1129,1267,1716
員山鄉,宜蘭縣員山鄉枕山路１４２之１７號,181.96,,一般農業區,甲種建築用地,1111012,土地3建物1車位0,三層,鋼筋混凝土造,1041021.0,203.91,4,2,5,有,無,16200000.0,79447.0,,RPWOMLPLIIHGFBG38DA,189.45,0.0,14.46,有,,2022,10,ChIJv0wQH1HjZzQRujUN4z-U5J4,6813,5472,10664,15109,852,800,1145,1830
冬山鄉,宜蘭縣冬山鄉永清路１８０巷２１號,102.25,都市：其他:住宅區,,,1111007,土地2建物1車位0,三層,鋼筋混凝土造,950901.0,199.38,4,2,4,有,無,10900000.0,54669.0,,RPWOMLRKJIHGFAG48DA,157.38,18.84,23.16,無,,2022,10,ChIJa2Yme2HmZzQRye9nLh-ER8M,17789,12100,8689,2713,1524,1473,997,477
羅東鎮,宜蘭縣羅東鎮仁愛新村７１號,134.53,,特定農業區,甲種建築用地,1111008,土地1建物1車位0,二層,鋼筋混凝土加強磚造,720621.0,102.5,3,2,2,有,無,10500000.0,102439.0,其他增建；,RPSNMLRKJIHGFAG97DA,102.5,0.0,0.0,無,136.0,2022,10,ChIJDUzLajLkZzQR-zMnbynySjQ,11610,7880,4469,2647,1165,948,472,505
頭城鎮,宜蘭縣頭城鎮青雲路二段２６７巷６７號,310.62,,特定農業區,農牧用地,1111018,土地5建物1車位0,四層,鋼筋混凝土造,1080221.0,344.86,12,1,13,有,無,16000000.0,46396.0,,RPSPMLRKJIHGFBG28DA,303.38,0.0,40.9,無,139.0,2022,10,EktOby4gMjY3LCBTZWN0aW9uIDIsIFFpbmd5dW4gUmQsIFRvdWNoZW5nIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjEiMRIvChQKEgnHwJ0g__lnNBE02TbHiquTNRCLAioUChIJAVAoPVb3ZzQRAZu1Qk-oYiw,12049,13403,17679,23224,865,1182,1250,1512
宜蘭市,宜蘭縣宜蘭市大福路一段２２７巷３弄２８號,67.0,,鄉村區,乙種建築用地,1111021,土地1建物1車位0,二層,鋼筋混凝土加強磚造,690707.0,88.4,3,2,2,有,無,6780000.0,76697.0,頂樓增建、一樓後方空地增建、防火巷外推其他增建；,RPQOMLRJJIHGFBG87DA,88.4,0.0,0.0,無,145.0,2022,10,ChIJGQRAgNXkZzQRzp1UdNBzvEM,3018,2088,6309,11081,407,415,630,1320
冬山鄉,宜蘭縣冬山鄉鹿安路４０３巷１號,83.18,都市：其他:住宅區,,,1111013,土地2建物1車位0,四層,鋼筋混凝土造,1100927.0,177.98,3,2,4,有,無,13200000.0,74166.0,,RPPOMLQKJIHGFAG67DA,167.04,0.0,10.94,無,,2022,10,Ej1Oby4gNDAzLCBMdWFuIFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjESLwoUChIJk58PN_XmZzQRQ0Ab-99A3v4QkwMqFAoSCV2aWf5f5mc0ERXuM6Ve88ex,15656,11926,8515,3929,1803,1587,1111,601
三星鄉,宜蘭縣三星鄉萬富五路１６８巷２１弄１６號,190.82,,特定農業區,甲種建築用地,1111014,土地3建物1車位0,三層,鋼筋混凝土造,1051026.0,287.96,4,2,6,有,無,16450000.0,57126.0,一樓及三樓雨遮增建。其他增建；,RPUOMLPKJIHGFAG08DA,264.73,0.0,23.23,無,,2022,10,ChIJjy49cGzhZzQRd5-y_N0isRc,18793,13709,11652,9336,1784,1466,1091,1138
三星鄉,宜蘭縣三星鄉上將路一段３３巷３６號,83.68,,特定農業區,甲種建築用地,1111013,土地5建物1車位0,三層,鋼筋混凝土造,1110805.0,171.93,4,2,4,有,無,8650000.0,50311.0,,RPSNMLSKJIHGFAG08DA,161.91,0.0,10.02,無,,2022,10,ElVOby4gMzYsIExhbmUgMzMsIFNlY3Rpb24gMSwgU2hhbmdqaWFuZyBSZCwgU2FueGluZyBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY2IjASLgoUChIJjXiGbznkZzQRqUFSoi2rAcgQJCoUChIJF0gIYznkZzQROqQCsQBIraU,12162,8431,5021,4429,1193,976,500,605
三星鄉,宜蘭縣三星鄉安農北路五段３１巷３號,134.89,,特定農業區,甲種建築用地,1111014,土地3建物1車位0,四層,鋼筋混凝土造,1081017.0,236.17,3,3,5,有,無,13500000.0,57162.0,,RPORMLRJJIHGFAG87DA,204.8,0.0,31.37,有,,2022,10,ChIJex2f6KjhZzQR2xbXI-D6T5I,21125,16042,13984,10604,2027,1709,1334,1406
冬山鄉,宜蘭縣冬山鄉永清路２９７巷４６號,91.28,都市：其他:住宅區,,,1111019,土地1建物1車位0,二層,鋼筋混凝土加強磚造,641004.0,86.59,4,2,2,有,無,5800000.0,66982.0,其他增建 ：一樓空地其他增建；,RPUSMLSKJIHGFAG78DA,86.59,0.0,0.0,無,149.0,2022,10,EkIyNjksIFRhaXdhbiwgWWlsYW4gQ291bnR5LCBEb25nc2hhbiBUb3duc2hpcCwg5rC45riF6LevMjk35be3NDbomZ8iMBIuChQKEglXc-XPYeZnNBFayhtOf_MZVxAuKhQKEglhdV7FYeZnNBGTMwP31v163w,15154,11423,8013,2981,1762,1545,1069,544
五結鄉,宜蘭縣五結鄉復興三路６６巷１６號,111.35,,特定農業區,甲種建築用地,1111014,土地3建物1車位0,三層,鋼筋混凝土造,1030728.0,205.75,5,2,5,有,無,11500000.0,55893.0,一樓增建其他增建；,RPXOMLPKJIHGFAG38DA,192.67,0.0,13.08,無,151.0,2022,10,Ej9Oby4gNjYsIEZ1eGluZyAzcmQgUmQsIFd1amllIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjgiMBIuChQKEgmHafERu-VnNBHZVUCBLbWTNRBCKhQKEgmpRr7dvOVnNBF0U5Ckw5P4Rw,11909,7578,4168,4863,1039,887,412,696
三星鄉,宜蘭縣三星鄉上將路一段５３９號,131.73,,特定農業區,甲種建築用地,1111018,土地1建物1車位0,三層,鋼筋混凝土造,1051212.0,261.76,4,2,5,有,無,12500000.0,47754.0,,RPXOMLMLJIHGFAG28EA,254.58,0.0,7.18,有,,2022,10,ChIJbyTKVxfkZzQRExPL_wZaBwY,13512,9781,6371,5779,1315,1098,622,727
礁溪鄉,宜蘭縣礁溪鄉大坡路３８巷７號,98.35,都市：其他:道路用地,,,1111006,土地5建物1車位0,三層,鋼筋混凝土造,1040213.0,197.95,4,2,3,有,無,12500000.0,63147.0,壹樓空地；頂樓採光罩其他增建；,RPVOMLNLJIHGFBG18DA,164.05,8.39,25.51,無,156.0,2022,10,EjVOby4gMzgsIERhcG8gUmQsIFlpbGFuIENpdHksIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2MCIwEi4KFAoSCWUOxgY2-2c0EW2zMUQglazOECYqFAoSCcHQiMFJ-2c0ESWtvL8MsD6g,2562,3770,9585,14356,356,531,975,1666
宜蘭市,宜蘭縣宜蘭市成功路７０巷３７號,117.08,都市：其他:住宅區,,,1111028,土地2建物1車位0,三層,鋼筋混凝土造,991018.0,228.05,4,3,3,有,無,16200000.0,71037.0,三樓採光罩、一樓其他增建；,RPOPMLLLJIHGFBG37DA,199.54,28.51,0.0,無,,2022,10,ChIJZ7PhGyjlZzQR61O_-hsuyJA,4834,1194,5506,10278,547,271,571,1262
頭城鎮,宜蘭縣頭城鎮新興路８１之４號,126.82,,特定農業區,甲種建築用地,1111028,土地1建物1車位0,二層,鋼筋混凝土加強磚造,741014.0,154.26,4,2,2,有,無,6500000.0,42137.0,,RPTPMLSLIIHGFBG48DA,154.26,0.0,0.0,無,,2022,10,ChIJKYDzS1r3ZzQRAK2wE-DL1ro,11309,14888,19163,24708,1044,1333,1402,1663
羅東鎮,宜蘭縣羅東鎮興東南路１１５巷３０號,126.55,都市：其他:住宅區,,,1111024,土地4建物1車位0,四層,鋼筋混凝土造,1030304.0,303.03,5,2,7,有,無,22750000.0,75075.0,3、4樓台外推頂樓增建其他增建；,RPPNMLNLJIHGFAG37DA,254.34,0.0,47.84,有,163.0,2022,10,ChIJO8HDKGPmZzQRJ7ZsDiQrhuM,14620,10890,7479,1520,1683,1466,990,364
冬山鄉,宜蘭縣冬山鄉三全路１３１巷４０號,93.9,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,190.77,3,2,3,有,無,7880000.0,41306.0,預售屋、或土地及建物分件登記案件；,RPWRMLLLJIHGFAG28DA,180.72,0.0,10.05,無,,2022,10,EkBOby4gMTMxLCBTYW5xdWFuIFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjESLwoUChIJm-ulPirmZzQR0CLaxDDNSM8QgwEqFAoSCWkTRjkq5mc0EZELH8SNwKdY,19230,16961,12795,7332,1429,1410,1115,741
冬山鄉,宜蘭縣冬山鄉三全路１３１巷５０號,102.44,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,173.3,4,2,5,有,無,6980000.0,40277.0,預售屋、或土地及建物分件登記案件；,RPRRMLLLJIHGFAG77DA,164.32,0.0,8.98,無,,2022,10,EkBOby4gMTMxLCBTYW5xdWFuIFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjESLwoUChIJm-ulPirmZzQR0CLaxDDNSM8QgwEqFAoSCWkTRjkq5mc0EZELH8SNwKdY,19230,16961,12795,7332,1429,1410,1115,741
五結鄉,宜蘭縣五結鄉五結中路二段４２３巷６弄２號,138.55,,特定農業區,甲種建築用地,1111031,土地1建物1車位0,三層,鋼筋混凝土造,950127.0,186.99,3,2,3,有,無,14000000.0,74870.0,,RPPNMLMKJIHGFAG17DA,149.46,19.14,18.39,無,164.0,2022,10,ChIJUVa20-zlZzQREIJ8KDxzllU,12137,9868,5655,4910,1000,981,583,646
宜蘭市,宜蘭縣宜蘭市富農路４８０巷８９號,124.0,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1020424.0,171.16,4,2,3,有,無,10700000.0,62515.0,其他增建：1樓後方其他增建；,RPWNMLOLJIHGFBG28DA,161.15,0.0,10.01,無,166.0,2022,10,EkFOby4gODksIExhbmUgNDgwLCBGdW5vbmcgUmQsIFlpbGFuIENpdHksIFlpbGFuIENvdW50eSwgVGFpd2FuIDI2MCIwEi4KFAoSCTW_WJhM-2c0EQDoQ-yilRXBEFkqFAoSCVm_WJhM-2c0EWttWfuM6Hef,3283,4619,10616,15388,476,657,1097,1787
頭城鎮,宜蘭縣頭城鎮青雲路一段２９號,77.45,,一般農業區,甲種建築用地,1111007,土地1建物1車位0,三層,鋼筋混凝土加強磚造,690407.0,174.24,4,3,3,有,無,8000000.0,45914.0,增建：壹樓增建其他增建；,RPVOMLOLJIHGFBG28DA,174.24,0.0,0.0,無,,2022,10,ChIJXaaIYBj6ZzQRPhq8NvmS9j0,6952,12454,16730,22274,941,1104,1172,1434
宜蘭市,宜蘭縣宜蘭市南橋三路１２５巷１６號,130.63,,特定農業區,甲種建築用地,1111021,土地1建物1車位0,三層,鋼筋混凝土造,830107.0,215.51,6,2,3,有,無,10350000.0,48026.0,,RPTNMLPLJIHGFBG08DA,204.24,0.0,11.27,無,,2022,10,EkVOby4gMTYsIExhbmUgMTI1LCBOYW5xaWFvc2FuIFJkLCBZaWxhbiBDaXR5LCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjAiMBIuChQKEgn76zUFiuRnNBGg92liFz-pLRAQKhQKEgmBiTYFiuRnNBFeZYNjCwfSLg,7943,4105,4264,9652,1130,621,450,1160
冬山鄉,宜蘭縣冬山鄉三全路１３１巷５６號,93.18,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,188.58,4,2,4,有,無,7900000.0,41892.0,預售屋、或土地及建物分件登記案件；,RPTRMLLLJIHGFAG97DA,178.25,0.0,10.33,無,,2022,10,EkBOby4gMTMxLCBTYW5xdWFuIFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjESLwoUChIJm-ulPirmZzQR0CLaxDDNSM8QgwEqFAoSCWkTRjkq5mc0EZELH8SNwKdY,19230,16961,12795,7332,1429,1410,1115,741
冬山鄉,宜蘭縣冬山鄉三全路１３１巷５８號,99.57,,特定農業區,甲種建築用地,1111020,土地4建物1車位0,三層,鋼筋混凝土造,1111006.0,190.74,4,2,3,有,無,7530000.0,39478.0,預售屋、或土地及建物分件登記案件；,RPURMLLLJIHGFAG08DA,180.41,0.0,10.33,無,,2022,10,EkBOby4gMTMxLCBTYW5xdWFuIFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjESLwoUChIJm-ulPirmZzQR0CLaxDDNSM8QgwEqFAoSCWkTRjkq5mc0EZELH8SNwKdY,19230,16961,12795,7332,1429,1410,1115,741
冬山鄉,宜蘭縣冬山鄉光明路３５６巷６號,126.68,,特定農業區,甲種建築用地,1111014,土地2建物1車位0,三層,鋼筋混凝土造,870605.0,171.58,4,2,3,有,無,8000000.0,46625.0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLRKIIHGFAG18DA,157.58,2.16,11.84,無,,2022,10,ChIJXVq73IzmZzQRMZZpnhGnFD0,15281,11550,8140,2844,1760,1543,1068,643
羅東鎮,宜蘭縣羅東鎮中山路二段２巷７７弄４７號,126.67,,特定農業區,甲種建築用地,1111023,土地7建物1車位0,三層,鋼筋混凝土造,830812.0,109.24,4,2,3,有,無,4000000.0,36617.0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLPLJIHGFAG77DA,103.62,1.87,3.75,無,,2022,10,ChIJdVH1sHXmZzQRKpnSXB07miM,15132,10987,7577,1876,1228,1320,844,369
五結鄉,宜蘭縣五結鄉學進二路５７號,89.24,都市：其他:住宅區,,,1111021,土地2建物1車位0,二層,鋼筋混凝土加強磚造,720406.0,119.98,4,2,2,有,無,6100000.0,50842.0,3樓頂樓整區1~3樓後方其他增建；,RPUPMLSLJIHGFAG58DA,119.98,0.0,0.0,無,170.0,2022,10,ChIJCbyax7flZzQRIQOXOkgrRSM,10516,6785,3375,3646,1081,864,388,658
五結鄉,宜蘭縣五結鄉國民南路１１之６號,116.19,,特定農業區,甲種建築用地,1111014,土地3建物1車位0,三層,鋼筋混凝土造,1081023.0,165.33,3,2,4,有,無,13170000.0,79659.0,三樓前面增建。其他增建；,RPUQMLSLJIHGFAG68DA,146.64,0.0,18.69,無,,2022,10,ChIJC094Le_lZzQR2j_cQ5OSHQU,12814,10545,6379,3703,938,919,624,570
員山鄉,宜蘭縣員山鄉慈惠路７１巷７號,112.73,住,,,1111018,土地3建物1車位0,三層,鋼筋混凝土造,1110803.0,147.88,4,2,3,有,無,11480000.0,77631.0,,RPRPMLSKJIHGFBG28DA,133.08,0.0,14.8,無,172.0,2022,10,Ej1Oby4gNzEsIENpaHVpIFJkLCBZdWFuc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY0IjASLgoUChIJw0V3JpvkZzQRzKon5Rw65lwQRyoUChIJEzpWq4TkZzQRHU4o9gDSN54,6263,3556,6242,11631,970,757,640,1350
頭城鎮,宜蘭縣頭城鎮青雲路二段２８３巷６５號,308.38,,特定農業區,農牧用地,1111026,土地5建物1車位0,四層,鋼筋混凝土造,1080221.0,392.13,8,2,10,有,無,16500000.0,42078.0,,RPQOMLTLJIHGFBG28DA,352.8,13.47,25.2,無,173.0,2022,10,ElROby4gNjUsIExhbmUgMjgzLCBTZWN0aW9uIDIsIFFpbmd5dW4gUmQsIFRvdWNoZW5nIFRvd25zaGlwLCBZaWxhbiBDb3VudHksIFRhaXdhbiAyNjEiMBIuChQKEgl1pG7K_vlnNBH-VvaUdjzNXhBBKhQKEglRamtQ-flnNBGa5MJ7hmukrQ,12254,13609,17884,23429,893,1210,1278,1540
宜蘭市,宜蘭縣宜蘭市慈航路１５０號,99.0,,特定農業區,甲種建築用地,1111027,土地2建物1車位0,三層,鋼筋混凝土造,1040203.0,200.84,5,2,4,有,無,11080000.0,55168.0,壹樓空地陽台外推；其他增建；,RPUNMLKMJIHGFBG77DA,185.65,0.0,15.19,無,174.0,2022,10,ChIJ8f7khcrkZzQRXVzT8BEpw5c,3565,2929,9750,14522,463,533,980,1671
壯圍鄉,宜蘭縣壯圍鄉功勞路３５之２號,144.0,,特定農業區,甲種建築用地,1111023,土地1建物1車位0,三層,鋼筋混凝土造,1000401.0,243.78,4,2,3,有,無,12500000.0,51276.0,,RPQNMLOKJIHGFBG57DA,209.46,12.93,21.39,無,,2022,10,ChIJWw6ILLH6ZzQRkrQ-enm6304,5137,4612,7381,13983,585,613,750,1262
三星鄉,宜蘭縣三星鄉健富路二段３４６巷２２號,71.0,,特定農業區,甲種建築用地,1111019,土地2建物1車位0,三層,鋼筋混凝土造,1110722.0,154.18,4,2,4,有,無,8100000.0,52536.0,,RPTQMLSLJIHGFAG58DA,142.54,0.0,11.64,無,176.0,2022,10,ChIJ4yeJZBHhZzQR9PyeJmp7ey4,19973,14889,12832,10517,1914,1596,1221,1268
五結鄉,宜蘭縣五結鄉西河二路５６號,69.97,都市：其他:住宅區,,,1111015,土地2建物1車位0,二層,鋼筋混凝土加強磚造,660825.0,98.14,3,1,2,有,無,4700000.0,47891.0,一樓空地、頂樓增建約13坪其他增建；,RPXOMLRKJIHGFAG58DA,98.14,0.0,0.0,無,,2022,10,ChIJUUZNFbXlZzQRrw0sXG_H9H0,10235,6505,3095,3391,1022,805,330,572
宜蘭市,宜蘭縣宜蘭市復興路三段１８３號,99.11,都市：其他:住宅區,,,1111025,土地1建物1車位0,三層,鋼筋混凝土造,740805.0,178.86,3,2,2,有,無,8000000.0,44728.0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLOKJIHGFBG38DA,178.86,0.0,0.0,無,,2022,10,ChIJ8Xgjg5XkZzQRvxI_lDmFSq4,5110,2286,5699,10765,769,500,778,1494
冬山鄉,宜蘭縣冬山鄉三全路１３１巷２６號,92.67,,特定農業區,甲種建築用地,1111020,土地3建物1車位0,三層,鋼筋混凝土造,1111006.0,190.77,4,2,3,有,無,7800000.0,40887.0,預售屋、或土地及建物分件登記案件；,RPOQMLLLJIHGFAG37DA,180.72,0.0,10.05,無,,2022,10,EkBOby4gMTMxLCBTYW5xdWFuIFJkLCBEb25nc2hhbiBUb3duc2hpcCwgWWlsYW4gQ291bnR5LCBUYWl3YW4gMjY5IjESLwoUChIJm-ulPirmZzQR0CLaxDDNSM8QgwEqFAoSCWkTRjkq5mc0EZELH8SNwKdY,19230,16961,12795,7332,1429,1410,1115,741
